,video_name,xmin,ymin,width,height,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y
1390,Prueba_5_Izquierda.mp4,0.5646324157714844,0.367364227771759,0.3119360208511352,0.1765168905258178,0.7067070007324219,0.4133229553699493,0.7568315267562866,0.4208975732326507,0.7879273891448975,0.4516685605049133,0.7422943115234375,0.4922517538070678,0.5166360139846802,0.4272693991661072,0.6849713325500488,0.4388175010681152
1391,Prueba_5_Izquierda.mp4,0.5637328624725342,0.3675202131271362,0.3134254217147827,0.1773601174354553,0.7078317403793335,0.4136902689933777,0.7571580410003662,0.4216055274009704,0.7886704206466675,0.4527406990528106,0.7416651248931885,0.4930862188339233,0.5162607431411743,0.4267008006572723,0.6830477714538574,0.4395228326320648
1392,Prueba_5_Izquierda.mp4,0.5633844137191772,0.3668007552623749,0.315001368522644,0.1782524287700653,0.7081546783447266,0.4124408066272735,0.7572730779647827,0.4209863543510437,0.7892088890075684,0.451457530260086,0.74202561378479,0.492548793554306,0.5146162509918213,0.4262210726737976,0.6822866201400757,0.4396186470985412
1393,Prueba_5_Izquierda.mp4,0.562180757522583,0.3664914071559906,0.3171632289886474,0.1794746816158294,0.7098817825317383,0.4126415252685547,0.7562448978424072,0.4211936295032501,0.790486216545105,0.4525710344314575,0.7419099807739258,0.4934306442737579,0.5141782760620117,0.4253855943679809,0.6771552562713623,0.4392856061458587
1394,Prueba_5_Izquierda.mp4,0.5616950988769531,0.3658935725688934,0.3195595741271972,0.1808302700519561,0.712059736251831,0.4126927554607391,0.7565590143203735,0.4210686683654785,0.7933022975921631,0.4531523585319519,0.7435224056243896,0.4939726293087005,0.5134962797164917,0.4249567091464996,0.67387855052948,0.4389066696166992
1395,Prueba_5_Izquierda.mp4,0.5605220794677734,0.3647755980491638,0.3215762376785278,0.181972324848175,0.7118431329727173,0.4119928777217865,0.7568129301071167,0.4205106794834137,0.793786883354187,0.4526813626289367,0.7445433139801025,0.4937253892421722,0.5128257274627686,0.424480527639389,0.6743659973144531,0.4380459785461426
1396,Prueba_5_Izquierda.mp4,0.5609676837921143,0.3649357557296753,0.3204452991485595,0.1813315153121948,0.7103159427642822,0.4121187925338745,0.7568148374557495,0.4204907715320587,0.7921626567840576,0.4527058899402618,0.744017481803894,0.4936128854751587,0.5130047798156738,0.4244691729545593,0.6770684719085693,0.4376945793628692
1397,Prueba_5_Izquierda.mp4,0.561097264289856,0.3649442791938782,0.3203650712966919,0.1812868118286132,0.7104992866516113,0.4124991297721863,0.7574881315231323,0.420681357383728,0.7923188209533691,0.4530748128890991,0.7442551851272583,0.4936773777008056,0.5140841007232666,0.424713671207428,0.6781960725784302,0.4377664029598236
1398,Prueba_5_Izquierda.mp4,0.5616675615310669,0.3664132952690124,0.317251443862915,0.1795249581336975,0.7074811458587646,0.4127240478992462,0.7560639381408691,0.4204421639442444,0.7903375625610352,0.4516686201095581,0.7440768480300903,0.4928494393825531,0.5131206512451172,0.4274588227272033,0.6788642406463623,0.4389506876468658
1399,Prueba_5_Izquierda.mp4,0.5625753402709961,0.3670261204242706,0.3153276443481445,0.1784359514713287,0.7080843448638916,0.4128982126712799,0.7561511993408203,0.42057666182518,0.7899116277694702,0.4511382579803467,0.743659496307373,0.492298275232315,0.514976978302002,0.4281157851219177,0.6796438694000244,0.4397538602352142
1400,Prueba_5_Izquierda.mp4,0.5618909597396851,0.3669250011444092,0.3180549144744873,0.1799789667129516,0.710015058517456,0.4129563271999359,0.7565020322799683,0.4210582077503204,0.791307806968689,0.4517824351787567,0.7433792352676392,0.4931162893772125,0.5150196552276611,0.4280377030372619,0.6776232719421387,0.4410988092422485
1401,Prueba_5_Izquierda.mp4,0.5623159408569336,0.3678309619426727,0.3152559995651245,0.1783917248249054,0.7100199460983276,0.4129037857055664,0.7549099922180176,0.4205610454082489,0.7908514738082886,0.4506692588329315,0.7430015802383423,0.492522120475769,0.515294075012207,0.4293176233768463,0.6757550239562988,0.4417590498924255
1402,Prueba_5_Izquierda.mp4,0.5644016265869141,0.3697279095649719,0.3116365671157837,0.1763443946838379,0.7097538709640503,0.4152373969554901,0.755948543548584,0.4221687614917755,0.7899116277694702,0.452498197555542,0.7419116497039795,0.4931875765323639,0.5189715623855591,0.4308279454708099,0.6794947385787964,0.4433121979236603
1403,Prueba_5_Izquierda.mp4,0.5649579763412476,0.370049238204956,0.3093078136444092,0.1750262379646301,0.7087279558181763,0.4156736433506012,0.7554038763046265,0.4219083786010742,0.7882660627365112,0.452367216348648,0.7412768602371216,0.4927888512611389,0.520567774772644,0.431225836277008,0.6810965538024902,0.4422743916511535
1404,Prueba_5_Izquierda.mp4,0.5657377243041992,0.3713526725769043,0.3077428340911865,0.1741448044776916,0.7092739343643188,0.4170951545238495,0.7555599212646484,0.4233099222183227,0.7889888286590576,0.4532990157604217,0.7408277988433838,0.4929015934467315,0.5205824375152588,0.4327617585659027,0.679227352142334,0.4443904161453247
1405,Prueba_5_Izquierda.mp4,0.5645202398300171,0.3705135881900787,0.310505747795105,0.175707072019577,0.7080873250961304,0.4160468578338623,0.756098747253418,0.4233786463737488,0.7886626720428467,0.4535985589027405,0.7401301860809326,0.4935925006866455,0.5173606872558594,0.4308122992515564,0.6801693439483643,0.4442186951637268
1406,Prueba_5_Izquierda.mp4,0.5648813247680664,0.3707428574562073,0.3083909749984741,0.1745094656944275,0.7074435949325562,0.4157902300357818,0.7548139095306396,0.4230699837207794,0.7870090007781982,0.4530068933963775,0.7393696308135986,0.4929727911949157,0.5183186531066895,0.4306574463844299,0.680134654045105,0.443438708782196
1407,Prueba_5_Izquierda.mp4,0.5637220144271851,0.3703693151473999,0.3106935024261474,0.1758118271827697,0.7082375288009644,0.4157207608222961,0.7546255588531494,0.4224626123905182,0.788680911064148,0.4530154466629028,0.7411904335021973,0.4932664930820465,0.5180894136428833,0.4310684204101562,0.678619384765625,0.4426624178886413
1408,Prueba_5_Izquierda.mp4,0.5638054609298706,0.3710739314556122,0.308292031288147,0.1744520962238311,0.7044411897659302,0.4150262773036957,0.7531073093414307,0.4233677089214325,0.7844367027282715,0.4526077210903168,0.7372099161148071,0.4931551218032837,0.5149825811386108,0.4301993548870086,0.6793091297149658,0.4444182515144348
