xmin,ymin,width,height,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y
0.4764440655708313,0.4603995978832245,0.22474032640457153,0.1254207193851471,0.3386524977874387,0.28085997099624777,0.6910588123591539,0.3230957644209075,0.5509915483738702,0.5217284582507311,0.4871353185783276,0.7185723576609849,-0.0233225311011726,0.3632818579700082,0.7772501755064358,0.4483441651868955
