SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase 
4,0.1001,10,0.05712183,-0.91873014,-0.38142446,1.91199756,0.50394768,0.26990181,-25.02192307,27.62350082,-109.7047653,-0.08638009,0.00040225,7.99012804,0.9975698,0.00075222,0.00004902,-0.06967049,0.00143196,-0.00260306,-0.00360889,0,0,0,0,1,1
4,0.1101,11,0.05935955,-0.91766459,-0.38378951,1.91231573,0.46916184,0.28676865,-25.05115509,28.09120178,-109.061676,-0.06694689,-0.00046498,7.99442482,0.99756736,0.00058252,0.00004477,-0.0697079,-0.0008191,-0.00552406,-0.00356604,0,0,0,0,1,1
1,0.12,9,0.18036103,0.97871304,-0.10259271,-0.57632858,-0.35254079,-0.09939245,-45.2206955,68.48874664,-91.02601624,1.02488697,3.43568635,-2.14893889,0.99932986,-0.00950023,-0.02980341,0.01901081,0.00005078,0.00563376,0.00035436,0,0,0,0,1,1
2,0.1201,11,0.99188662,0.07652704,0.07931583,-0.08069719,-0.15060918,-1.5607754,-11.31248188,36.45132828,-68.34259033,1.94416857,-0.06509893,0.66522908,0.99983901,-0.01696826,0.00046952,-0.00581399,0.00333745,-0.00003889,-0.00201791,0,0,0,0,1,1
4,0.1201,12,0.05794316,-0.91492158,-0.38542232,1.96631086,0.45138451,0.35630137,-25.02192307,27.38965225,-108.8570557,-0.1594363,0.01571103,8.00529385,0.99755991,0.00139752,-0.00003965,-0.06980266,0.00053659,-0.00793167,-0.0055636,0,0,0,0,1,1
1,0.13,10,0.18072492,0.97515291,-0.10221697,-0.39998934,-0.1942021,0.02617373,-45.86378098,68.5764389,-90.90908813,1.0213002,3.43575001,-2.14650965,0.99933052,-0.00946832,-0.02980477,0.0189887,-0.00075377,0.00563166,-0.00315627,0,0,0,0,1,1
2,0.1301,12,0.99246562,0.08490024,0.07980808,0.04533611,-0.10304844,-1.42175281,-11.31248188,36.45132828,-68.34259033,1.96212828,-0.07566003,0.6588918,0.99983662,-0.01712547,0.0005617,-0.00576034,0.00722572,0.00697014,-0.00101554,0,0,0,0,1,1
4,0.1301,13,0.05703021,-0.91570961,-0.38541991,2.16051197,0.36526582,0.33856815,-25.43115997,27.47734642,-109.1201401,-0.13759612,0.01397371,8.00868225,0.99755806,0.00120634,-0.00003779,-0.06983213,0.00169517,-0.00652747,-0.00488837,0,0,0,0,1,1
1,0.14,11,0.18364273,0.97701186,-0.0997517,-0.15491486,0.17342114,0.19350159,-45.98070526,68.66413116,-91.40602112,1.01950157,3.43784094,-2.14785147,0.99932992,-0.00945333,-0.02982319,0.01900008,-0.00342782,0.0030583,-0.00115976,0,0,0,0,1,1
2,0.1401,13,0.99075758,0.08503095,0.07987709,0.1888918,-0.22802305,-1.28495288,-11.19555664,38.20520401,-68.07950592,1.97860169,-0.08325065,0.65999126,0.999834,-0.01726959,0.00062694,-0.00577116,0.0073654,0.00675653,-0.00269255,0,0,0,0,1,1
4,0.1401,14,0.06026518,-0.9148708,-0.38445896,2.6049757,0.12217456,0.51092774,-25.34346581,27.79888916,-108.7401352,-0.11142431,0.00971484,8.01022625,0.99755734,0.00097591,-0.00001666,-0.06984553,-0.00166159,-0.00639027,-0.00583815,0,0,0,0,1,1
1,0.15,12,0.18321732,0.97508794,-0.09480928,-0.03615262,0.6090588,0.38158387,-45.77608871,68.66413116,-91.14293671,1.01810336,3.44223213,-2.15346098,0.9993279,-0.0094433,-0.02986125,0.01904896,-0.0032249,-0.00168174,-0.00350639,0,0,0,0,1,1
2,0.1501,14,0.98838037,0.08491113,0.08061162,-0.18586326,-0.17661558,-1.10553193,-11.1370945,36.94826126,-67.7871933,1.99255836,-0.09109993,0.66416007,0.99983174,-0.01739178,0.00069409,-0.0058088,0.00806953,0.00606867,-0.00498735,0,0,0,0,1,1
4,0.1501,15,0.05904709,-0.91807067,-0.38505924,2.60499954,0.22597989,0.52986145,-25.63577843,27.76965714,-109.1201401,-0.08518314,0.00567358,8.01280022,0.99755603,0.00074501,0.00000255,-0.06986789,-0.0003275,-0.00618753,-0.00272776,0,0,0,0,1,1
1,0.16,13,0.17981453,0.97515959,-0.08845817,0.34836698,1.20406437,0.71189016,-45.77608871,68.66413116,-91.14293671,0.88606161,3.41769695,-2.18688416,0.99933898,-0.00829647,-0.02966679,0.01930448,0.00007436,-0.00744413,-0.00436572,0,0,0,0,1,1
2,0.1601,15,0.98781043,0.08231875,0.0780874,-0.13170007,-0.10966033,-1.03541672,-10.23092651,37.4159584,-67.84565735,2.00511122,-0.09765411,0.66479504,0.99982965,-0.01750164,0.00075054,-0.00581542,0.00460643,0.00462153,-0.0058896,0,0,0,0,1,1
4,0.1601,16,0.05765535,-0.92020488,-0.38402623,2.53407741,0.24331,0.51239365,-25.63577843,27.76965714,-109.1201401,-0.0596494,0.00186052,8.01550198,0.99755448,0.0005204,0.00002018,-0.06989141,0.00108092,-0.00487403,-0.00123035,0,0,0,0,1,1
1,0.17,14,0.17477182,0.98131436,-0.0866972,0.29618677,2.33261204,1.08240259,-45.54224014,67.81642914,-91.02601624,0.88495451,3.43070984,-2.20929646,0.99933195,-0.00829478,-0.02977884,0.01950046,0.00556773,-0.00795422,0.00092927,0,0,0,0,1,1
2,0.1701,16,0.99060059,0.07524924,0.07930067,-0.00576592,-0.1486603,-0.87993574,-10.52323914,37.53288651,-67.75796509,2.01231146,-0.10151652,0.66563028,0.99982858,-0.01756467,0.00078375,-0.00582334,0.00223585,-0.00242676,-0.00331144,0,0,0,0,1,1
4,0.1701,17,0.05747941,-0.9219085,-0.38335907,2.4621911,0.14006321,0.40619963,-25.31423569,27.82811928,-109.500145,-0.07629881,-0.02583715,8.02118683,0.99755096,0.00064843,0.00027149,-0.06994072,0.0011685,-0.00386643,0.00007973,0,0,0,0,1,1
1,0.18,15,0.17136987,0.98628312,-0.08361141,-0.21341479,2.88251615,1.314044,-44.40222168,67.75796509,-90.64601135,0.87787199,3.44653916,-2.23632479,0.99932367,-0.0082427,-0.02991615,0.01973531,0.00978017,-0.01135152,0.00520186,0,0,0,0,1,1
2,0.1801,17,0.99266648,0.07415319,0.0781239,-0.0411335,-0.11535839,-0.80925196,-10.52323914,37.53288651,-67.75796509,2.01821113,-0.10418206,0.66800052,0.9998275,-0.01761629,0.00080634,-0.00584447,0.00044122,-0.0029873,-0.00140778,0,0,0,0,1,1
4,0.1801,18,0.05950144,-0.9250645,-0.38239276,2.23087168,0.38285971,0.3217856,-24.96346092,27.53580856,-108.4478226,-0.05375654,-0.02735638,8.02463531,0.99754894,0.00045126,0.00027097,-0.06997079,-0.00105446,-0.00163427,0.00274753,0,0,0,0,1,1
1,0.19,16,0.1704579,0.9849453,-0.08424095,-0.67416,2.5470674,1.21872675,-45.24992752,67.2610321,-91.55217743,0.86680996,3.46109486,-2.25955701,0.99931657,-0.00815477,-0.03004334,0.01993591,0.01079698,-0.01044185,0.00383146,0,0,0,0,1,1
2,0.1901,18,0.99261236,0.07734594,0.07738568,0.65680158,-0.12251177,-0.7819044,-11.31248188,38.11750793,-67.37796021,2.02596569,-0.10620008,0.66760671,0.99982625,-0.01768405,0.00082361,-0.0058414,0.00114935,0.00007218,-0.00138198,0,0,0,0,1,1
4,0.1901,19,0.05812686,-0.92940646,-0.37924051,1.94731784,0.50401366,0.27007315,-24.90499878,27.50657654,-108.6232071,-0.0339747,-0.02793927,8.02916813,0.9975462,0.00027869,0.00026397,-0.07001029,0.00046469,0.00255379,0.0054824,0,0,0,0,1,1
1,0.2,17,0.16911978,0.9833675,-0.09227274,-0.6269812,1.67884886,1.15188468,-45.74685669,68.25489807,-91.84449005,0.85778457,3.47414565,-2.27432084,0.99931115,-0.00808217,-0.03015768,0.02006307,0.01225181,-0.00213115,0.00276132,0,0,0,0,1,1
2,0.2001,19,0.99148452,0.08603167,0.07807104,0.88977748,-0.26554435,-0.64628071,-10.55247021,36.80210495,-67.64103699,2.03793311,-0.1093179,0.66144097,0.99982464,-0.01778858,0.00085116,-0.00578818,0.00564295,0.00739976,-0.00205072,0,0,0,0,1,1
4,0.2001,20,0.05654765,-0.93189293,-0.37899348,1.48800671,0.57245195,0.26887965,-25.08038521,27.4481144,-108.213974,-0.0187378,-0.02825203,8.03460217,0.99754292,0.00014584,0.0002574,-0.07005762,0.00216277,0.00343395,0.00759238,0,0,0,0,1,1
1,0.21,18,0.16851166,0.98305714,-0.09561466,-0.63339895,0.91448295,0.82978892,-45.65916443,67.17333984,-91.6690979,0.87304926,3.36256647,-2.28164983,0.99933791,-0.00819806,-0.02918142,0.02012417,0.01250899,0.00126168,0.00262668,0,0,0,0,1,1
