SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase
5,0.05,5,0.05682195,-0.98794472,0.08936732,-3.01922083,-0.40831453,0.28502005,-21.63110161,18.53259277,-82.72434998,0.91853452,0.70775503,77.5250473,0.7797389,-0.00238325,-0.00983424,-0.62602317,0.00873198,0.00355067,-0.00637697,0,0,0,0,1,2
1,0.05,5,-0.05563437,-1.01011729,0.03924378,4.7993021,-3.94605327,-0.60784072,-47.14995575,4.38468266,-106.9862595,-0.0438668,-0.31970471,-12.63498211,0.99392343,0.00068748,0.00273088,0.11003833,0.00090983,0.00073617,0.01240435,0,0,0,0,1,2
2,0.05,5,-0.62381965,-0.8598606,0.15455972,-15.67503452,14.42456055,-32.95688248,-66.61795044,-1.60771704,-84.62437439,11.10410404,-28.60652161,35.44453812,0.91140997,-0.16415304,0.20568766,-0.31635159,0.10610687,0.02513485,0.01724057,0,0,0,0,1,2
3,0.0501,5,-0.06351399,-0.9890902,-0.1425516,0.02400741,0.09374583,-0.00391763,-27.21426392,21.4849453,-74.45191193,-0.27095079,-0.38969383,134.0983276,-0.38994563,0.0022095,-0.00350338,0.92082858,-0.00027345,-0.00112179,0.00132227,0,0,0,0,1,2
1,0.06,6,-0.05693985,-1.00506949,0.03961221,4.63685608,-3.91333079,-0.44972202,-47.73458099,4.23852682,-106.372406,-0.00133118,-0.32058638,-12.67624378,0.99388379,0.00032039,0.00277926,0.11039519,0.00253572,0.00047951,0.00744308,0,0,0,0,1,2
2,0.06,6,-0.59354782,-0.8819766,0.11881456,-16.25923157,17.50860596,-36.61948013,-66.50102234,-1.66617942,-84.65361023,10.60445595,-28.66107559,36.01927948,0.91039878,-0.16134574,0.20669927,-0.32002687,0.07835174,-0.00490643,0.03687565,0,0,0,0,1,2
3,0.0601,6,-0.06223216,-0.98860997,-0.14213099,-0.01092126,0.02424618,0.01226114,-27.56503868,22.53726959,-75.09500122,-0.271079,-0.38978294,134.0985718,-0.3899436,0.00220978,-0.00350471,0.92082947,-0.00152519,-0.00076555,0.00071691,0,0,0,0,1,2
1,0.07,7,-0.05751723,-1.00493526,0.03891414,4.56521368,-3.89676142,-0.48316675,-47.3545723,4.09237051,-107.0447235,0.04634218,-0.31421742,-12.71273041,0.99384892,-0.00009835,0.00276998,0.11071052,0.00314337,-0.00097896,0.00730985,0,0,0,0,1,2
2,0.07,7,-0.55274296,-0.86222678,0.09987213,-17.6026268,17.40588951,-36.86838531,-66.64717865,-2.07541656,-84.91668701,10.30552292,-28.31769753,36.26319122,0.91091347,-0.15857433,0.20442489,-0.32140514,0.03914052,-0.01793075,0.0146189,0,0,0,0,1,2
3,0.0701,7,-0.06401339,-0.98858315,-0.14424513,-0.06498999,0.07667131,-0.0567549,-27.38965225,22.97573853,-74.74422455,-0.27177346,-0.38911393,134.0992127,-0.3899385,0.00220206,-0.003508,0.92083168,0.00024513,-0.00285731,0.00108062,0,0,0,0,1,2
1,0.08,8,-0.06082914,-1.00352204,0.03855474,4.5816493,-3.77492332,-0.49611485,-47.3545723,3.6831336,-106.5185623,0.09412125,-0.30773869,-12.74798775,0.99381477,-0.00051814,0.00276011,0.11101519,0.00663121,-0.00210636,0.00604604,0,0,0,0,1,2
2,0.08,8,-0.49142829,-0.87126195,0.11363089,-18.11673355,12.71826077,-37.54726028,-65.97486115,-2.25080395,-84.7705307,10.03055573,-27.96043015,36.45245743,0.91155994,-0.15584746,0.20205475,-0.3224034,-0.01710591,0.00000483,0.01672868,0,0,0,0,1,2
5,0.09,6,0.05848983,-0.98675823,0.08634801,-3.38269901,0.24905227,0.34036782,-21.2218647,18.29874229,-83.30897522,0.79041094,0.69808203,77.52939606,0.77971733,-0.00156393,-0.00906852,-0.62606406,0.00559913,0.00208944,-0.00772549,0,0,0,0,1,2
1,0.09,9,-0.06474927,-1.00489986,0.04012346,4.75468636,-3.4430263,-0.17386793,-47.3545723,3.01081562,-106.0508575,0.14344555,-0.30458841,-12.77996922,0.99378353,-0.00094819,0.00278083,0.11129139,0.01055725,-0.00144329,0.00767391,0,0,0,0,1,2
2,0.09,9,-0.41401508,-0.8947528,0.09630336,-19.98345184,7.08108282,-39.98798752,-65.77024078,-2.28003502,-84.27360535,9.76991653,-27.57102394,36.5785408,0.91241682,-0.15303119,0.19947551,-0.32293442,-0.0896663,-0.01265788,0.03392412,0,0,0,0,1,2
5,0.1,7,0.05984793,-0.98752379,0.08839374,-3.62875748,0.06653573,0.60204113,-21.63110161,18.88336754,-83.13358307,0.82438296,0.639799,77.53289795,0.77969784,-0.00211328,-0.00885764,-0.62608993,0.00396734,0.00438114,-0.00675494,0,0,0,0,1,2
1,0.1,10,-0.0561807,-1.0048027,0.03307153,4.97587967,-3.92695665,-0.21061747,-47.85150528,3.74159598,-105.8462448,0.19524994,-0.30083567,-12.81665421,0.99374741,-0.00140021,0.00279905,0.11160833,0.0020712,-0.00938804,0.00688732,0,0,0,0,1,2
2,0.1,10,-0.40774074,-0.88054913,0.05884916,-19.60574722,4.15470552,-41.98403168,-65.77024078,-2.28003502,-84.27360535,9.52994633,-27.15781403,36.67245483,0.91336906,-0.15025297,0.19669092,-0.32325506,-0.0891333,-0.04752368,0.01740407,0,0,0,0,1,2
5,0.11,8,0.06085027,-0.9848032,0.08941624,-3.58942556,-0.23069084,0.66456026,-21.63110161,18.88336754,-83.13358307,0.78839684,0.63334602,77.53190613,0.7797038,-0.00190376,-0.00861711,-0.62608641,0.00203523,0.00531371,-0.0093453,0,0,0,0,1,2
1,0.11,11,-0.0591287,-1.0086205,0.03758116,4.67424154,-4.15639496,-0.18215972,-47.85150528,3.74159598,-105.8462448,0.16722243,-0.34503844,-12.89291096,0.99367219,-0.001112,0.00315582,0.11226962,0.00467958,-0.00556144,0.0110198,0,0,0,0,1,2
2,0.11,11,-0.49338463,-0.8778041,0.07946092,-19.4268856,-1.49260032,-43.24097824,-65.79947662,-2.54311609,-85.32592773,9.21419621,-26.91346741,36.85183716,0.91379732,-0.14742959,0.19537613,-0.32414094,0.00246466,-0.0237638,0.01375159,0,0,0,0,1,2
5,0.12,9,0.06363834,-0.98463547,0.08874217,-3.60992765,0.01114448,0.74068981,-21.66033363,19.20491028,-83.16281891,0.75235277,0.62593007,77.53327179,0.77969694,-0.00169893,-0.00836974,-0.62609899,-0.00088574,0.00527325,-0.00942436,0,0,0,0,1,2
1,0.12,12,-0.06143779,-1.00603306,0.03490886,4.63908339,-4.13929605,-0.33694991,-47.41303635,4.03390837,-106.2262497,0.21578483,-0.33992392,-12.93182659,0.99363357,-0.00153704,0.00315957,0.11260581,0.00656857,-0.00796955,0.00844724,0,0,0,0,1,2
2,0.12,12,-0.52622283,-0.88929033,0.09947281,-19.25779343,-3.74778152,-44.2830658,-65.91639709,-2.39696002,-85.26746368,9.02240467,-26.46790123,36.85611725,0.9149735,-0.14478199,0.1923124,-0.3238481,0.03950474,0.00061585,0.02264769,0,0,0,0,1,2
5,0.13,10,0.06545381,-0.98464668,0.08752104,-3.86038589,0.11543937,0.65873349,-22.30341911,19.17568016,-82.8997345,0.71386087,0.61924571,77.5358963,0.77968305,-0.00147336,-0.00811398,-0.62612003,-0.00282494,0.00470961,-0.00941463,0,0,0,0,1,2
1,0.13,13,-0.06119547,-1.00898242,0.03362534,4.77803087,-3.79012513,-0.35977614,-47.23764801,3.77082729,-105.7585526,0.26555708,-0.33469537,-12.96717167,0.9935981,-0.00197278,0.00316375,0.11291102,0.00627686,-0.01023181,0.01133187,0,0,0,0,1,2
2,0.13,13,-0.57177359,-0.88539809,0.09279052,-19.37660217,0.38354287,-44.72247696,-65.88716888,-3.15697169,-84.53668213,8.80806255,-26.02238846,36.90483475,0.91603196,-0.14202169,0.18925448,-0.32387966,0.09213944,-0.00360942,0.01711477,0,0,0,0,1,2
5,0.14,11,0.06606794,-0.98547268,0.0867737,-4.07465219,0.18357389,0.64555907,-21.83572006,19.38029861,-83.16281891,0.6732778,0.61263043,77.5393219,0.77966493,-0.00123315,-0.00784727,-0.62614667,-0.00351231,0.0045986,-0.00862252,0,0,0,0,1,2
1,0.14,14,-0.05903761,-1.00694287,0.03269431,4.61588955,-3.65289116,-0.49189267,-47.4715004,4.64776373,-105.9924011,0.31361982,-0.32817772,-13.00116634,0.99356389,-0.00239501,0.00315531,0.11320463,0.00432326,-0.0119346,0.00915848,0,0,0,0,1,2
2,0.14,14,-0.58012515,-0.88543457,0.12016599,-18.85333824,3.76963687,-45.2649765,-65.53639221,-3.36159015,-84.68283844,8.58208656,-25.57485199,36.98971558,0.91698527,-0.13921322,0.186168,-0.32419011,0.10754889,0.02665737,0.01229483,0,0,0,0,1,2
5,0.15,12,0.06143978,-0.990605,0.08340703,-4.39016247,-0.17028385,0.76382375,-22.0111084,19.14644814,-82.75357819,0.65766197,0.61795861,77.53530121,0.77968699,-0.00109806,-0.00779815,-0.62612003,0.00129832,0.00149938,-0.0039988,0,0,0,0,1,2
1,0.15,15,-0.05836862,-1.00450897,0.03194372,4.71244907,-4.08594084,-0.76800454,-47.58842468,3.5662086,-106.0508575,0.36286101,-0.31868005,-13.03930569,0.99352515,-0.0028303,0.00312255,0.11353421,0.00392336,-0.01343447,0.00667149,0,0,0,0,1,2
2,0.15,15,-0.5155136,-0.88547915,0.10276664,-20.204422,9.15523815,-45.76371002,-65.53639221,-3.36159015,-84.68283844,8.31664276,-25.12728882,37.13131714,0.91780281,-0.13616847,0.18312645,-0.32490152,0.05000531,0.01265514,0.00648995,0,0,0,0,1,2
5,0.16,13,0.06223141,-0.99054778,0.08389153,-5.00706577,-0.58113199,0.97219712,-22.0111084,19.14644814,-82.75357819,0.60728073,0.60870993,77.53134918,0.7797091,-0.00080606,-0.00745992,-0.62609708,0.00052416,0.00245525,-0.00398509,0,0,0,0,1,2
1,0.16,16,-0.05639238,-1.0007838,0.0345219,4.90586233,-5.12609339,-0.98065674,-47.58842468,3.5662086,-106.0508575,0.30749676,-0.33690161,-13.11752701,0.99344826,-0.00233002,0.00322727,0.1142134,0.00218823,-0.01112913,0.00296086,0,0,0,0,1,2
2,0.16,16,-0.50894952,-0.88833761,0.09899914,-19.66741371,11.28923607,-46.61823273,-65.18561554,-3.71236467,-85.20899963,8.41816425,-25.08337593,37.1583519,0.91769254,-0.1369116,0.18245065,-0.32528058,0.048825,0.01146138,0.00627504,0,0,0,0,1,2
5,0.17,14,0.06033615,-0.98948193,0.08422261,-4.96862268,-0.7768513,1.15982974,-21.2218647,15.93101406,-82.92897034,0.55715656,0.5977568,77.52528381,0.7797426,-0.00052523,-0.0071115,-0.62605965,0.00218478,0.00373815,-0.00513345,0,0,0,0,1,2
1,0.17,17,-0.05420462,-1.00155854,0.03512755,5.27554846,-6.02532864,-1.01648736,-47.61765671,4.32622051,-105.817009,0.36342576,-0.32404795,-13.17463303,0.99339026,-0.00282613,0.00317299,0.11470727,-0.00021129,-0.01009621,0.00364984,0,0,0,0,1,2
