SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase2
4,17.04,1587,-0.08690346,-0.84085596,-0.51563579,20.78770256,-4.5845356,-5.53716993,-29.34814262,29.20198822,-112.5401917,-28.04198837,-1.01128435,6.83055639,0.96857363,0.24132757,0.02297939,-0.05566114,0.01037369,0.00711665,-0.00757794,0,0,0,0,4,2
1,17.05,1682,0.7768057,-0.61252904,0.21280052,-7.53349161,14.21501064,33.71413803,-15.28792763,1.40309846,-102.9815826,13.98344135,41.16090775,20.43413734,0.92207307,-0.05026166,-0.36358899,-0.12271186,-0.00737686,-0.01395897,0.01291138,0,0,0,0,4,2
2,17.05,1394,-0.16662522,-1.00818157,0.03844077,-0.5008111,-9.44372272,-4.47963476,-58.31628036,-11.60479355,-83.27973938,3.31402183,-11.33193016,20.43993568,0.97840971,-0.04582829,0.09201606,-0.17929657,0.012742,-0.01866365,0.02135306,0,0,0,0,4,2
4,17.05,1588,-0.08657768,-0.84297127,-0.52216965,19.87285233,-4.15563774,-5.22226095,-29.40660667,30.6343174,-112.8032761,-27.83974838,-0.98184282,6.78015327,0.96902096,0.2396431,0.02252682,-0.05533722,0.00841637,-0.00229734,-0.00668063,0,0,0,0,4,2
1,17.06,1683,0.77738315,-0.61020887,0.20798568,-6.45290852,13.82817173,33.4668541,-14.44022179,-0.78924292,-102.3969574,13.96883488,40.79768753,20.48147774,0.9230482,-0.05065062,-0.36071783,-0.12369025,-0.01317647,-0.01932855,0.00623324,0,0,0,0,4,2
2,17.06,1395,-0.20257311,-1.02268755,0.06114554,-0.44381532,-13.31258202,-5.80169773,-58.66705704,-13.5925169,-83.71820831,3.3297112,-11.26624203,20.30818748,0.97866744,-0.04575755,0.09148274,-0.17817779,0.05031004,0.00373472,0.03413093,0,0,0,0,4,2
4,17.06,1589,-0.08860066,-0.84030545,-0.51412004,19.67872047,-3.41203928,-5.09040833,-29.55276108,31.10201645,-113.3002014,-27.640131,-0.94957525,6.73677301,0.9694562,0.23797983,0.02206738,-0.05507666,0.01119898,0.00249223,-0.01131683,0,0,0,0,4,2
1,17.07,1684,0.74277043,-0.61485183,0.20045082,-4.36789417,13.61003685,32.52622223,-15.05407715,0.58462435,-102.6600418,13.55595589,40.21804047,20.18597603,0.92515779,-0.0492827,-0.35554338,-0.12346409,0.01616826,-0.02700565,-0.0001304,0,0,0,0,4,2
2,17.07,1396,-0.22679023,-0.9965018,0.09668918,-0.9957146,-13.84148788,-5.01549149,-58.66705704,-13.5925169,-83.71820831,3.34059978,-11.20808506,20.17087364,0.97892737,-0.04565392,0.09102336,-0.17700782,0.07446384,0.03909937,0.00674876,0,0,0,0,4,2
4,17.07,1590,-0.09042472,-0.82950217,-0.50181109,20.19566345,-2.91200399,-4.66322708,-28.85121346,30.57585526,-112.3355713,-27.43583679,-0.91807944,6.70029497,0.96989483,0.23627423,0.02162743,-0.05487236,0.01437235,0.01101031,-0.02432894,0,0,0,0,4,2
1,17.08,1685,0.73644704,-0.63186264,0.21124522,-6.99240971,9.0098381,31.99660492,-15.25869656,0.78924292,-102.8354263,13.49627399,39.88342285,20.18404961,0.92610657,-0.04939994,-0.35281637,-0.12412509,0.01843057,-0.0143789,0.00969534,0,0,0,0,4,2
2,17.08,1397,-0.21456276,-0.96806741,0.1322539,-0.35886919,-11.12754154,-4.01163483,-58.55013275,-12.16018677,-83.63051605,4.29915285,-11.73390961,20.64549446,0.97728503,-0.05501195,0.0938075,-0.18190069,0.05944177,0.0704217,-0.02050899,0,0,0,0,4,2
4,17.08,1591,-0.09560762,-0.81589001,-0.48532245,21.61283493,-2.20240068,-4.22857618,-29.55276108,30.89739799,-112.189415,-27.21810722,-0.88611126,6.67311192,0.97035331,0.23445234,0.02119688,-0.05474883,0.02111315,0.02335275,-0.04023405,0,0,0,0,4,2
2,17.09,1398,-0.19218904,-0.98468232,0.11293388,-2.01437092,-5.98159361,-4.457479,-58.72551727,-11.809412,-83.65974426,4.28794003,-11.68501568,20.58894348,0.97742569,-0.05479582,0.09343477,-0.18140134,0.03125426,0.03909582,-0.00083461,0,0,0,0,4,2
4,17.09,1592,-0.09932399,-0.80822504,-0.49736133,21.39157867,-2.3286531,-3.65784144,-29.55276108,30.89739799,-112.189415,-27.28003502,-1.20723248,6.78959799,0.97018456,0.2347877,0.02418334,-0.05506247,0.02428813,0.00857115,-0.0480464,0,0,0,0,4,2
1,17.1,1686,0.73438525,-0.62108105,0.23436685,-8.47742367,10.696105,31.18759155,-15.40485191,-0.08769365,-103.127739,13.36295319,39.21799088,20.20794296,0.92794687,-0.04942609,-0.34737864,-0.12569685,0.01007502,0.00961868,-0.00725811,0,0,0,0,4,2
2,17.1,1399,-0.21436888,-1.00434268,0.05795882,-4.53981352,-1.24852312,-6.97864008,-59.0178299,-11.37094402,-83.45513153,4.24315071,-11.61463356,20.58355331,0.97752094,-0.05430256,0.09290703,-0.18130775,0.05531459,-0.01536839,0.01757213,0,0,0,0,4,2
4,17.1,1593,-0.10501832,-0.79991049,-0.50422341,21.468153,-1.67435563,-3.12617493,-29.52353096,30.72201157,-111.9263382,-27.06421471,-1.1820389,6.77255249,0.97063243,0.23297681,0.0238316,-0.05501503,0.02640583,0.00108476,-0.05550461,0,0,0,0,4,2
1,17.11,1687,0.73985475,-0.62846655,0.25065821,-7.49009943,9.28314209,30.73034477,-15.69716454,-1.60771704,-102.8938904,13.30569553,38.89446259,20.2167244,0.92883062,-0.04950732,-0.34473675,-0.12640955,0.00162144,0.02518207,-0.00160807,0,0,0,0,4,2
2,17.11,1400,-0.19894993,-1.00763083,0.06815774,-4.66741705,-2.47233462,-6.93925238,-59.0178299,-11.37094402,-82.98742676,4.19905853,-11.54375267,20.56569099,0.97763526,-0.05380439,0.09237965,-0.18110853,0.0412973,-0.00434078,0.02120357,0,0,0,0,4,2
4,17.11,1594,-0.1048251,-0.80333972,-0.50340444,21.66537094,-1.22578096,-2.84037805,-29.5819931,30.34200478,-112.1309509,-26.84687805,-1.15691364,6.76104689,0.9710772,0.23115094,0.02349115,-0.05501356,0.02642136,-0.00126969,-0.05388704,0,0,0,0,4,2
1,17.12,1688,0.74021536,-0.64446628,0.24576496,-7.00997972,11.00911903,30.61711121,-16.13563347,0.4676995,-102.8938904,13.20304394,38.41394043,20.19137383,0.93018013,-0.04959761,-0.34077066,-0.12720235,-0.00120476,0.01908318,0.00977386,0,0,0,0,4,2
2,17.12,1401,-0.15989833,-0.99954134,0.04794854,-3.42631769,-1.41648304,-6.06631184,-58.90090561,-11.8678751,-82.98742676,4.16590023,-11.48232269,20.55733109,0.97772038,-0.05342157,0.09191115,-0.18100096,0.00302753,-0.02399335,0.01451633,0,0,0,0,4,2
4,17.12,1595,-0.1002699,-0.81756157,-0.5089094,21.17381287,-0.53623372,-2.51953769,-29.08506203,30.66354752,-111.9263382,-26.63508224,-1.13121557,6.7568779,0.97150397,0.22936997,0.02316328,-0.05507323,0.0213114,-0.00923176,-0.04140151,0,0,0,0,4,2
1,17.13,1689,0.70851576,-0.65953231,0.21921009,-7.75574732,12.19991779,30.00917053,-15.63870239,-0.78924292,-103.4492798,13.17204285,38.08858871,20.23934555,0.93099588,-0.04977657,-0.33815229,-0.12814918,0.02613784,-0.00855729,0.01275522,0,0,0,0,4,2
2,17.13,1402,-0.13666843,-0.9755013,0.02665233,-5.0562973,0.1029842,-7.06201315,-59.31014252,-10.90324497,-82.95819855,3.499722,-11.24948597,20.42419434,0.97843236,-0.04727644,0.09102722,-0.17930205,-0.01939967,-0.04189734,-0.00911578,0,0,0,0,4,2
4,17.13,1596,-0.08761532,-0.83300823,-0.50166303,21.40768433,0.20580864,-2.09010959,-29.1727562,30.13738632,-111.6340256,-26.42166901,-1.10544753,6.76151323,0.97192627,0.22757274,0.02285138,-0.05520701,0.00810007,-0.00438939,-0.02900909,0,0,0,0,4,2
1,17.14,1690,0.69256067,-0.68040645,0.25106424,-8.52621746,12.22564411,30.05055237,-15.63870239,-0.78924292,-103.4492798,13.13431168,37.76252365,20.2890358,0.93180645,-0.04989836,-0.33551848,-0.12912898,0.0411144,0.02142245,0.02954433,0,0,0,0,4,2
2,17.14,1403,-0.14107698,-0.95832449,-0.0005903,-3.56559706,-1.61461401,-8.82859707,-59.16398621,-11.25401878,-83.04589081,3.46522617,-11.16047382,20.41483688,0.97853994,-0.04683978,0.09032413,-0.17918518,-0.01221631,-0.06055192,-0.02775451,0,0,0,0,4,2
4,17.14,1597,-0.08245336,-0.84490651,-0.50242114,19.44928169,0.5817557,-1.90271401,-29.64045525,30.07892418,-111.8386459,-26.41190147,-1.10396457,6.86771679,0.97189409,0.22746941,0.02304493,-0.0561127,0.00246022,-0.0068726,-0.01869584,0,0,0,0,4,2
1,17.15,1691,0.69316661,-0.68257338,0.2364246,-6.09628439,13.55629349,31.15349197,-15.90178299,0.11692487,-102.8938904,13.12654591,37.42288208,20.34562492,0.93262315,-0.05026928,-0.33280998,-0.13009508,0.03604827,0.00608032,0.02717298,0,0,0,0,4,2
2,17.15,1404,-0.13455854,-0.98718321,0.00384654,-2.46302271,-8.96379948,-10.72726631,-59.19321823,-11.31248188,-82.95819855,3.45283341,-11.04801464,20.33145905,0.97877365,-0.0464987,0.08941597,-0.17845115,-0.01573172,-0.05580384,0.00099122,0,0,0,0,4,2
4,17.15,1598,-0.07894538,-0.85012048,-0.50762796,17.38314247,0.64705557,-1.8943181,-29.64045525,30.07892418,-111.8386459,-26.23898697,-1.07895708,6.87473345,0.97223181,0.22601441,0.02276196,-0.0562565,-0.0012967,-0.01241029,-0.01376108,0,0,0,0,4,2
1,17.16,1692,0.69480151,-0.702084,0.21845223,-5.67314911,8.15662003,31.74768829,-15.90178299,-0.02923122,-102.5723496,13.07348061,37.09363174,20.33518028,0.93350101,-0.05044807,-0.33010104,-0.13063024,0.03270203,-0.01363054,0.04181686,0,0,0,0,4,2
2,17.16,1405,-0.15678191,-1.01823795,0.03612525,0.35256344,-13.6032877,-11.09192562,-59.19321823,-11.31248188,-82.95819855,3.47559834,-10.92900944,20.20000267,0.97907186,-0.04641235,0.08841623,-0.17733255,0.009814,-0.02375471,0.03070384,0,0,0,0,4,2
4,17.16,1599,-0.08517651,-0.84778166,-0.50477326,16.47911453,0.38772485,-2.18069839,-28.58813095,29.87430573,-111.8971024,-26.07481194,-1.05303824,6.87759781,0.97255212,0.22463436,0.02246703,-0.05636442,0.00553849,-0.01230106,-0.01711832,0,0,0,0,4,2
1,17.17,1693,0.7219367,-0.71247524,0.23759218,-5.23508549,8.50848198,32.6567955,-16.74948883,0.17538731,-103.0400467,12.8757019,36.5023613,20.21383095,0.93522197,-0.05021968,-0.32506552,-0.13103549,0.00224212,0.00505616,0.05337366,0,0,0,0,4,2
2,17.17,1406,-0.21690285,-1.01103604,0.04331214,-1.52864206,-13.5571804,-11.61290836,-58.52090073,-12.5986557,-82.87050629,3.4790175,-10.80484676,20.07024574,0.97937733,-0.04615661,0.08740126,-0.17621207,0.07164284,-0.0168483,0.02055915,0,0,0,0,4,2
4,17.17,1600,-0.08478966,-0.84176558,-0.50021017,16.99002457,0.16443691,-2.30325794,-29.61122513,29.11429405,-111.8678742,-25.90534592,-1.02699935,6.87830353,0.97288197,0.22320947,0.02216401,-0.05645454,0.00604322,-0.01072824,-0.02470002,0,0,0,0,4,2
1,17.18,1694,0.71370202,-0.69930059,0.20884964,-4.00242329,8.99254417,32.05978775,-17.18795586,-0.14615609,-102.3092651,12.84485531,36.16825485,20.21066666,0.93607414,-0.05056003,-0.32233655,-0.13156074,0.00055106,-0.02192931,0.03122683,0,0,0,0,4,2
2,17.18,1407,-0.17549109,-0.98506993,0.10795467,-3.48408699,-13.67265892,-12.60688782,-58.66705704,-13.03712368,-82.98742676,3.9388392,-10.96045399,20.08712959,0.9790234,-0.05033021,0.0880172,-0.17672893,0.03017353,0.04598248,-0.00365293,0,0,0,0,4,2
4,17.18,1601,-0.07801783,-0.84315211,-0.50403482,17.04429245,-0.09573696,-2.25472593,-28.9096756,30.40046692,-111.8971024,-25.7351284,-1.00264442,6.87709808,0.973212,0.22177714,0.021871,-0.05652451,-0.00038459,-0.01713041,-0.02486296,0,0,0,0,4,2
1,17.19,1695,0.74813646,-0.68065965,0.22543374,-7.02480936,8.88811016,31.66371536,-17.21718788,-1.54925454,-103.1569672,12.78777695,35.83716583,20.21385574,0.9369154,-0.0506619,-0.31960145,-0.13220434,-0.04085285,-0.00405252,0.0160639,0,0,0,0,4,2
2,17.19,1408,-0.23600307,-0.97200602,0.0427792,-1.96428955,-10.11548996,-14.32911015,-58.31628036,-13.41712952,-83.16281891,3.93222737,-10.81056881,19.99541855,0.97929728,-0.04998152,0.08678529,-0.17591777,0.08878881,-0.02518876,-0.01869263,0,0,0,0,4,2
4,17.19,1602,-0.0779019,-0.84223944,-0.50010276,17.06521606,-0.25327614,-2.04836345,-29.02659988,29.90353584,-112.0724945,-25.81263733,-0.98722988,7.00070143,0.97299951,0.22241987,0.02201829,-0.05758931,-0.00004836,-0.014959,-0.02684203,0,0,0,0,4,2
1,17.2,1696,0.71312958,-0.66714406,0.18295835,-5.41530704,11.34132004,29.66581154,-17.21718788,-1.54925454,-103.1569672,12.76987553,35.51869965,20.24989128,0.93766278,-0.05097042,-0.3170251,-0.13298722,-0.01354829,-0.04580475,-0.00919355,0,0,0,0,4,2
2,17.2,1409,-0.26649839,-0.96503484,0.0677996,-4.10847473,-10.00362015,-13.78035259,-58.31628036,-12.01403046,-83.33820343,3.90365458,-10.66633892,19.90537071,0.97957093,-0.04945658,0.08563396,-0.17510484,0.12153225,0.00027613,-0.0274703,0,0,0,0,4,2
4,17.2,1603,-0.06702723,-0.84092718,-0.49104968,16.80212402,-0.53164357,-1.96686435,-29.02659988,29.90353584,-112.0724945,-25.64450264,-0.96757776,6.99699163,0.97332579,0.22100322,0.02175973,-0.05762812,-0.01049562,-0.00573949,-0.02932829,0,0,0,0,4,2
1,17.21,1697,0.6934697,-0.66763783,0.19122557,-6.01820707,7.19976187,28.39388275,-17.45103836,-0.90616781,-103.4492798,12.71504021,35.22412872,20.24373627,0.9384107,-0.05105164,-0.31457779,-0.13349193,0.00174594,-0.03766924,-0.01435785,0,0,0,0,4,2
2,17.21,1410,-0.18308417,-0.96041602,0.11133838,-0.17740522,-10.63545227,-10.96385574,-58.31628036,-12.01403046,-83.33820343,3.91577816,-10.54966736,19.8052597,0.97981697,-0.04931433,0.08466004,-0.1742401,0.0401726,0.04381141,-0.02890586,0,0,0,0,4,2
4,17.21,1604,-0.06303144,-0.83646661,-0.4894273,17.03250122,-0.79121155,-1.95224309,-29.34814262,29.87430573,-112.1309509,-25.47385406,-0.94923311,6.99128532,0.97365588,0.21956444,0.02150712,-0.05764729,-0.01384285,-0.00704393,-0.03542438,0,0,0,0,4,2
1,17.22,1698,0.66122752,-0.6880433,0.22543477,-2.87583542,10.52292728,25.67247772,-17.07103157,-1.54925454,-103.5662079,12.62998962,34.33464813,20.14652634,0.94068915,-0.05216088,-0.30723143,-0.13413472,0.0309549,-0.00543106,-0.00133406,0,0,0,0,4,2
2,17.22,1411,-0.17671616,-0.98791856,0.03309489,-1.93676841,-4.18150091,-11.25334644,-58.72551727,-11.809412,-82.3735733,3.90077734,-10.43457985,19.77157593,0.97997081,-0.04899264,0.08371207,-0.17392321,0.03691654,-0.03447255,-0.0015554,0,0,0,0,4,2
4,17.22,1605,-0.05755521,-0.83159423,-0.4803659,17.98415947,-0.77100241,-2.08642769,-29.02659988,29.81584358,-111.6632538,-25.29372978,-0.9293099,6.98577785,0.97400171,0.21804535,0.0212367,-0.05767229,-0.01859535,-0.00107349,-0.04253088,0,0,0,0,4,2
1,17.23,1699,0.62776434,-0.72152543,0.23268496,-3.9010098,8.47872448,24.72295952,-17.97719955,-1.05232382,-103.4200516,12.61225128,34.07229233,20.16462898,0.94129282,-0.0524203,-0.30509037,-0.13468471,0.05894683,-0.00119455,0.01958068,0,0,0,0,4,2
2,17.23,1412,-0.15477251,-0.98201907,0.03583392,-4.09562683,-4.92729855,-13.31869221,-58.08243179,-12.07249355,-82.81204224,3.6013093,-10.31297684,19.76921654,0.98019928,-0.04625138,0.08312611,-0.17366743,0.01687094,-0.03006816,-0.00701231,0,0,0,0,4,2
4,17.23,1606,-0.05301774,-0.82893717,-0.47090769,17.98412514,-1.09974241,-2.14348722,-29.26045036,29.72814941,-111.6340256,-25.11334229,-0.91044456,6.97716713,0.97434717,0.2165235,0.02096924,-0.05766824,-0.0225544,0.00535008,-0.04741572,0,0,0,0,4,2
1,17.24,1700,0.64082843,-0.7339583,0.23642062,-3.53383708,6.34569263,24.72832489,-17.56796265,-1.46156096,-103.186203,12.58078289,33.81611252,20.15782356,0.94191277,-0.05262227,-0.30297023,-0.13505676,0.04433171,0.00151234,0.03161034,0,0,0,0,4,2
2,17.24,1413,-0.14383458,-0.98101407,0.01252631,-1.72535539,-6.50906277,-14.56883049,-58.14089203,-11.809412,-82.98742676,3.59121704,-10.16351318,19.71337128,0.98040938,-0.04590583,0.08188394,-0.17316219,0.00821913,-0.0496594,-0.00822544,0,0,0,0,4,2
4,17.24,1607,-0.05700361,-0.82117671,-0.4683035,17.62930298,-1.60127592,-2.34391189,-29.11429405,29.02659988,-111.6632538,-25.19385338,-0.75575662,7.13431978,0.97410607,0.2172631,0.01999293,-0.05928388,-0.01711557,0.00569242,-0.05587669,0,0,0,0,4,2
1,17.25,1701,0.65212613,-0.75401598,0.21681874,-3.38228989,5.39117479,25.40135193,-17.56796265,-1.46156096,-103.186203,12.54187584,33.55624771,20.13775444,0.9425559,-0.05280338,-0.30080354,-0.13534226,0.03239582,-0.01959028,0.04921005,0,0,0,0,4,2
2,17.25,1414,-0.15546584,-1.01161659,0.02609811,-0.61830902,-8.56260109,-14.16802406,-57.76088715,-12.27711201,-82.69511414,3.59492183,-10.01672649,19.63601303,0.98064238,-0.04566826,0.08065207,-0.17248273,0.02369901,-0.03614044,0.02140396,0,0,0,0,4,2
4,17.25,1608,-0.05866,-0.81666327,-0.46896902,17.57567215,-1.75673759,-2.4160285,-29.20198822,28.93890572,-110.9617081,-25.0170002,-0.73774081,7.11843872,0.97444725,0.21577197,0.01971833,-0.05921367,-0.01304874,0.00502637,-0.0601234,0,0,0,0,4,2
1,17.26,1702,0.66813922,-0.76002151,0.22105335,-6.01295233,4.55975771,27.03410721,-17.71411896,-1.43232965,-103.2154312,12.47016621,33.28220367,20.10792923,0.94325358,-0.05276282,-0.29847622,-0.13564943,0.01369783,-0.01548833,0.05526372,0,0,0,0,4,2
2,17.26,1415,-0.14785725,-1.01758647,0.03852758,-1.17330682,-8.48631191,-14.26600647,-57.76088715,-12.27711201,-82.69511414,3.59274054,-9.86902142,19.55977249,0.9808746,-0.04538135,0.07942026,-0.171808,0.01886798,-0.02375933,0.02725864,0,0,0,0,4,2
4,17.26,1609,-0.05929899,-0.8175056,-0.47365636,16.70982552,-1.63694763,-2.43580031,-29.20198822,28.93890572,-110.9617081,-24.84887695,-0.71919101,7.10301971,0.97476959,0.21435474,0.01944483,-0.0591462,-0.01217059,-0.00232095,-0.06023069,0,0,0,0,4,2
1,17.27,1703,0.66425425,-0.74423945,0.23308124,-5.46193075,8.42242622,28.60755348,-18.18181801,-1.02309263,-102.9523544,12.00297451,32.68376541,20.05000877,0.94489062,-0.05008688,-0.29301888,-0.13716048,0.00983832,-0.00074018,0.03605414,0,0,0,0,4,2
2,17.27,1416,-0.14581266,-1.01609039,0.01853476,-2.21052909,-6.96515417,-14.79618263,-57.52703857,-11.89710617,-82.4905014,3.57788944,-9.71702576,19.49973106,0.98108894,-0.04499238,0.07816378,-0.17126223,0.01936021,-0.04360853,0.02537983,0,0,0,0,4,2
4,17.27,1610,-0.06500252,-0.82739371,-0.47669327,16.18299103,-2.0029819,-2.28734374,-29.08506203,29.11429405,-111.4878693,-24.68572235,-0.70378089,7.08480644,0.97508222,0.21297801,0.01919564,-0.05904758,-0.00688445,-0.00736213,-0.05101549,0,0,0,0,4,2
1,17.28,1704,0.65671587,-0.7404564,0.198237,-6.37138557,7.6114893,29.77824974,-17.53873062,-2.16311026,-102.8646545,11.94839954,32.37460327,20.04942703,0.9456082,-0.05016417,-0.29043043,-0.13769151,0.00847992,-0.0311507,0.02261034,0,0,0,0,4,2
2,17.28,1417,-0.12140347,-0.99327588,0.04008188,-2.33127022,-7.03597546,-13.85192871,-57.79011917,-13.44636059,-82.63665771,3.26522827,-9.52861214,19.45412254,0.9814198,-0.0420112,0.07703274,-0.17063506,-0.0032747,-0.02050709,0.00308161,0,0,0,0,4,2
4,17.28,1611,-0.05983234,-0.84522927,-0.46825007,16.15217209,-2.28243947,-2.01351261,-29.02659988,28.14966393,-110.7278595,-24.522686,-0.6920591,7.06544065,0.97539353,0.21160002,0.01897609,-0.05893172,-0.01301862,-0.00043136,-0.03530667,0,0,0,0,4,2
1,17.29,1705,0.67853844,-0.72610128,0.21233639,-7.26904058,7.47875547,30.50671577,-18.18181801,-0.67231804,-102.6015778,11.88369846,32.05850983,20.04707909,0.9463411,-0.05017301,-0.28776973,-0.13823876,-0.01979775,-0.01558003,0.00986929,0,0,0,0,4,2
2,17.29,1418,-0.12436135,-0.96703541,0.02904273,-1.71825111,-5.44413328,-13.57761669,-57.5562706,-11.92633724,-82.63665771,3.25336766,-9.38998127,19.40770721,0.98159719,-0.04167806,0.07587895,-0.17021263,0.00153209,-0.02751654,-0.02400688,0,0,0,0,4,2
4,17.29,1612,-0.05848482,-0.85856348,-0.44700524,16.34881783,-2.36993909,-1.85741043,-29.14352417,28.76351929,-111.0494003,-24.25814819,-0.4967896,7.11658192,0.97583938,0.20944455,0.01727077,-0.05976877,-0.01420585,0.01856367,-0.0247846,0,0,0,0,4,2
1,17.3,1706,0.66428477,-0.72940928,0.1975196,-3.96141243,8.17828083,29.78078842,-18.18181801,-0.67231804,-102.6015778,11.85520554,31.74855423,20.04914665,0.94703239,-0.0504584,-0.28520232,-0.13872054,-0.0100077,-0.03067276,0.0068502,0,0,0,0,4,2
2,17.3,1419,-0.14299044,-0.94625056,0.02470679,-1.06458962,-6.31840086,-14.90577984,-57.73165512,-12.10172462,-82.05203247,3.2489078,-9.23757935,19.35294342,0.98179275,-0.04138389,0.07459877,-0.16972163,0.02177284,-0.03173811,-0.04599321,0,0,0,0,4,2
4,17.3,1613,-0.06395126,-0.86446142,-0.44553775,15.3741703,-2.17953253,-2.06788182,-29.05583191,29.14352417,-111.3124771,-24.10302162,-0.48418859,7.09746313,0.97613102,0.20813295,0.01704779,-0.05965218,-0.00653336,0.01666836,-0.02032646,0,0,0,0,4,2
1,17.31,1707,0.64772016,-0.73754454,0.17828853,-3.73076272,5.69647551,29.37652016,-18.76644325,-2.60157847,-102.8646545,11.81116486,31.44935036,20.0246315,0.94773275,-0.05066194,-0.28268993,-0.13900502,0.00289796,-0.05051819,0.00801137,0,0,0,0,4,2
2,17.31,1420,-0.152832,-0.96035814,0.04380423,-1.17660892,-7.01025581,-15.55939484,-57.73165512,-12.10172462,-82.05203247,3.24392343,-9.07826519,19.29164124,0.98200113,-0.04107225,0.07326204,-0.16917305,0.03494991,-0.0125903,-0.03275802,0,0,0,0,4,2
4,17.31,1614,-0.06681491,-0.86525154,-0.44562215,13.69102478,-1.69510996,-2.38168764,-29.05583191,29.14352417,-111.3124771,-23.96503067,-0.46699646,7.08015585,0.97638869,0.2069691,0.01679821,-0.05955633,-0.00346464,0.01433846,-0.02036357,0,0,0,0,4,2
1,17.32,1708,0.63936704,-0.73088276,0.19844227,-5.26781225,3.28180265,27.95022583,-18.76644325,-1.08155513,-102.9815826,11.13851738,31.23531532,20.10641861,0.94837719,-0.04525743,-0.28014737,-0.14159811,0.00629201,-0.02727235,-0.00148658,0,0,0,0,4,2
2,17.32,1421,-0.16948415,-0.98352832,0.06163357,0.14683251,-6.21974325,-16.01876259,-57.67319489,-13.32943535,-82.95819855,3.25112534,-8.91478443,19.23802948,0.9821946,-0.04086526,0.07186843,-0.16869715,0.05534151,0.00514877,-0.01074851,0,0,0,0,4,2
4,17.32,1615,-0.06851596,-0.85799879,-0.44320372,13.34728813,-1.17201495,-2.87968683,-28.44197655,28.50043869,-111.4878693,-23.8308239,-0.44304237,7.06501579,0.97663641,0.20584041,0.01649712,-0.05949005,-0.00088025,0.01416543,-0.02857104,0,0,0,0,4,2
1,17.33,1709,0.64076209,-0.73664677,0.18278536,-4.55359268,2.49172139,26.89519119,-17.68488693,-1.98772287,-102.9231186,11.07039547,30.96791077,20.05995941,0.94903672,-0.04525631,-0.27785209,-0.1417021,0.00233912,-0.03611977,-0.00020813,0,0,0,0,4,2
2,17.33,1422,-0.14104533,-1.01302528,0.08107647,-1.14096391,-4.53927851,-16.6317482,-57.73165512,-12.62788677,-82.46126556,3.58748507,-8.81768036,19.18745995,0.98221391,-0.04357789,0.07055927,-0.16845879,0.03077305,0.02308603,0.01963096,0,0,0,0,4,2
4,17.33,1616,-0.08102145,-0.85593289,-0.45391986,13.83629227,-0.54508382,-3.16350722,-29.1727562,28.82198143,-111.341713,-23.6921978,-0.41352531,7.05451822,0.97688782,0.204676,0.01615479,-0.05947331,0.01217441,0.0011775,-0.03007538,0,0,0,0,4,2
1,17.34,1710,0.64012462,-0.7296012,0.17218088,-4.44391012,1.01622128,26.63258743,-19.46799088,-0.52616191,-103.186203,10.99345207,30.70685387,19.99825859,0.94970042,-0.04520532,-0.27559006,-0.14168945,-0.00222541,-0.04555671,-0.01054574,0,0,0,0,4,2
2,17.34,1423,-0.11200276,-1.02508628,0.07465672,-2.53106427,-2.39282203,-16.41669655,-57.46857452,-12.62788677,-82.28588104,3.56310439,-8.65240288,19.17485237,0.98235738,-0.04312511,0.06918195,-0.16830991,0.00422306,0.01252209,0.03286444,0,0,0,0,4,2
4,17.34,1617,-0.0891284,-0.86274189,-0.4417972,15.56695938,0.0464696,-3.05941129,-28.93890572,28.47120667,-110.7863159,-23.44515991,-0.62009186,6.93763447,0.97740126,0.20247734,0.01758159,-0.05814505,0.01935015,0.01092739,-0.02466473,0,0,0,0,4,2
1,17.35,1711,0.6421023,-0.72871804,0.19739446,-5.27486372,0.48581952,25.94477463,-19.46799088,-0.52616191,-103.186203,10.90687466,30.45350266,19.93486786,0.95034915,-0.0450622,-0.27337688,-0.1416723,-0.00784935,-0.01953021,-0.01175916,0,0,0,0,4,2
2,17.35,1424,-0.11295237,-1.00934792,0.05689804,-3.3345325,-1.81848454,-16.31387901,-57.38088226,-12.04326248,-82.28588104,3.52998948,-8.48853588,19.16825104,0.98249209,-0.04260317,0.06782707,-0.16820779,0.0073338,-0.00473616,0.01662861,0,0,0,0,4,2
4,17.35,1618,-0.09283339,-0.87258416,-0.43282756,15.66039562,-0.30232909,-2.75124645,-29.05583191,28.67582512,-110.9617081,-23.28853989,-0.5925824,6.93250799,0.97767788,0.20115654,0.01725843,-0.05817371,0.01979516,0.01684806,-0.01669603,0,0,0,0,4,2
1,17.36,1712,0.62866998,-0.73300236,0.19478466,-6.64604807,3.11180663,25.0656147,-19.20491028,-1.54925454,-103.0400467,10.82882214,30.20139503,19.90616798,0.95094478,-0.04490219,-0.2711964,-0.14191681,0.00223186,-0.02171796,-0.01229314,0,0,0,0,4,2
