SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase2
1,10.78,1061,0.88120168,-0.41239899,0.22903949,2.50045943,-1.7694025,-14.43289757,-9.38322163,4.4139142,-101.8123322,19.11526299,53.36268234,20.13616371,0.88058019,-0.06866602,-0.46191218,-0.08062664,-0.00008617,0.00305892,-0.00203511,0,0,0,0,2,2
4,10.78,996,-0.10168187,-0.77837187,-0.61763531,-4.53450346,-1.15341604,1.38046789,-29.69891739,34.28821945,-112.744812,-35.14370346,-2.50623345,5.40588379,0.95236212,0.30051029,0.03505921,-0.03835154,0.00129688,0.00526953,0.00219461,0,0,0,0,0,0
1,10.79,1062,0.8934769,-0.41714862,0.22781755,2.09334612,-3.68582487,-14.13693047,-8.94475269,4.26775789,-101.8123322,19.15768623,53.50807953,20.16849709,0.8800112,-0.06857254,-0.46304509,-0.08041994,-0.00998167,0.0015819,0.00658967,0,0,0,0,2,2
4,10.79,997,-0.09530795,-0.77381992,-0.61577582,-3.48471284,-0.35995665,2.07536435,-30.07892418,34.37591171,-112.744812,-35.14864731,-2.49047661,5.41712523,0.95234627,0.30055502,0.03495948,-0.03848504,-0.0049283,0.0073002,-0.00256637,0,0,0,0,0,0
1,10.8,1063,0.90514308,-0.42467493,0.21882312,1.56645191,-4.43905401,-14.26438808,-8.97398376,4.50160789,-102.3677292,19.18648529,53.65730286,20.19176674,0.8794418,-0.06840245,-0.4641906,-0.08019006,-0.01887001,-0.00754958,0.0172809,0,0,0,0,2,2
1,10.81,1064,0.91808987,-0.42949098,0.25161684,1.0185014,-5.10596085,-14.02525234,-9.20783424,4.88161373,-101.9584885,19.20060158,53.80667114,20.20481682,0.8788864,-0.06816009,-0.46531966,-0.07994024,-0.02896272,0.02529393,0.0284937,0,0,0,0,2,2
4,10.81,998,-0.10168194,-0.77179348,-0.62081671,-1.42183733,-1.45430398,2.92081618,-30.1081543,34.63899231,-112.9201965,-35.1786232,-2.54761887,5.4344759,0.95225847,0.30077299,0.03548963,-0.0384691,0.00110268,0.00233915,-0.00367835,0,0,0,0,0,0
1,10.82,1065,0.91256166,-0.41805908,0.24759941,1.2762748,-5.8156786,-13.69000912,-9.20783424,4.88161373,-101.9584885,19.45915222,53.88069153,20.39737701,0.87833011,-0.06921143,-0.46616608,-0.08021983,-0.02401458,0.02206319,0.01804336,0,0,0,0,2,2
4,10.82,999,-0.10487506,-0.76897305,-0.62386793,-1.17298126,-1.52396643,3.02528334,-30.13738632,34.43437576,-112.2186508,-35.18967819,-2.58121681,5.44083357,0.95222527,0.30084768,0.03578904,-0.0384297,0.00388964,-0.00070947,-0.00593212,0,0,0,0,0,0
1,10.83,1066,0.90238374,-0.41010535,0.24787618,1.39970469,-4.21552896,-13.77056217,-8.74013424,4.58930111,-102.0754166,19.48836708,54.02433395,20.4227047,0.87777674,-0.06904242,-0.46726841,-0.08000967,-0.0143076,0.02128283,0.01052056,0,0,0,0,2,2
4,10.83,1000,-0.11480542,-0.77382088,-0.62447965,-0.04529387,-2.03950191,2.76226115,-30.19584846,33.73282623,-112.5986557,-35.18889236,-2.61551595,5.44215965,0.95222479,0.30082515,0.03607708,-0.03835031,0.01285704,-0.0009835,-0.000314,0,0,0,0,0,0
1,10.84,1067,0.89384741,-0.39868289,0.24605744,1.98201311,-3.9488771,-12.84837532,-8.3601284,4.6769948,-101.9000244,19.52086449,54.15878296,20.4445591,0.87725586,-0.06893045,-0.46830171,-0.07977691,-0.00630091,0.02063267,-0.0002695,0,0,0,0,2,2
4,10.84,1001,-0.12198861,-0.77687484,-0.61469108,0.68731678,-2.34442401,2.06586576,-30.31277466,34.58053207,-112.189415,-35.08572006,-2.83298206,5.35408926,0.95250821,0.29989719,0.03761835,-0.03707748,0.01847759,0.00851275,0.00239323,0,0,0,0,0,0
1,10.85,1068,0.89907098,-0.4085806,0.23751441,3.19635296,-3.90034866,-12.38874912,-8.82782841,3.77082729,-102.4846497,19.56110001,54.2894783,20.46111488,0.87674671,-0.06890625,-0.46930853,-0.07947852,-0.00863265,0.01168339,0.01158188,0,0,0,0,2,2
4,10.85,1002,-0.11746272,-0.77485639,-0.60713834,0.75969344,-2.6640234,0.87930423,-29.99123001,35.16515732,-112.3355713,-35.07558441,-2.85611749,5.3391943,0.95253754,0.29980737,0.03776827,-0.03689602,0.01124288,0.01469382,-0.00108583,0,0,0,0,0,0
1,10.86,1069,0.89724946,-0.40046564,0.23589271,3.38484836,-4.55828714,-12.5873251,-8.71090317,5.02776957,-101.6954117,19.59478951,54.42469406,20.46855354,0.8762303,-0.06885949,-0.47033802,-0.07912731,-0.00679625,0.01090539,0.00508136,0,0,0,0,2,2
4,10.86,1003,-0.11360731,-0.76778859,-0.61238509,-0.39819518,-2.1068306,0.25619724,-30.1081543,34.84361267,-112.4524994,-35.07736206,-2.87137699,5.32410812,0.95253646,0.29982018,0.03785612,-0.03672981,0.0075392,0.00897113,-0.00809769,0,0,0,0,0,0
1,10.87,1070,0.88445759,-0.39024195,0.22348733,4.31268883,-4.19972706,-12.82336998,-8.71090317,5.02776957,-101.6954117,19.51630783,54.62784195,20.38184357,0.8755967,-0.06820495,-0.47173616,-0.07838183,0.0056315,-0.00006115,-0.00582321,0,0,0,0,2,2
4,10.87,1004,-0.10860623,-0.77244776,-0.62673193,-1.37152779,-1.15582967,0.26569667,-30.1081543,34.84361267,-112.4524994,-35.08984756,-2.88118887,5.31595707,0.95250553,0.29992226,0.03792029,-0.03663206,0.00196987,-0.00495285,-0.0028492,0,0,0,0,0,0
1,10.88,1071,0.89357579,-0.38042659,0.22142594,3.7625401,-5.71735573,-13.4630785,-8.38935947,4.12160206,-101.5492554,19.54130745,54.77589417,20.37614632,0.87504435,-0.06812023,-0.47284508,-0.07794026,-0.00301608,0.00002916,-0.01180501,0,0,0,0,2,2
4,10.88,1005,-0.10343693,-0.78802085,-0.64573014,-1.50887656,-0.70843357,0.61939996,-30.22508049,34.72668839,-112.4817276,-35.10430145,-2.89104319,5.31343222,0.95246768,0.30003878,0.03800014,-0.03658029,-0.00451244,-0.02277496,0.01359451,0,0,0,0,0,0
1,10.89,1072,0.88956404,-0.37676683,0.20627101,4.0617938,-5.22715712,-13.65492535,-7.80473518,4.61853266,-101.7831039,19.57686234,54.92390442,20.37878227,0.87447888,-0.06808145,-0.4739649,-0.07751812,0.00170252,-0.01432762,-0.01503304,0,0,0,0,2,2
4,10.89,1006,-0.09964488,-0.80526131,-0.64747995,-0.44094473,-0.48621565,1.25370538,-30.13738632,34.96053696,-112.5109634,-35.06519699,-2.80252695,5.32144928,0.95257491,0.29975101,0.03727335,-0.03689313,-0.00925911,-0.02350877,0.0305707,0,0,0,0,0,0
1,10.9,1073,0.88516146,-0.36376581,0.21255788,3.38903785,-5.68651915,-13.97806358,-8.47705364,4.20929527,-101.4615631,19.60256767,55.07636261,20.37836838,0.87390351,-0.06797069,-0.475108,-0.07710381,0.00555466,-0.0067596,-0.02594858,0,0,0,0,2,2
4,10.9,1007,-0.10446549,-0.82118177,-0.64733762,-0.62510753,-0.87295157,1.90765369,-29.72814941,33.87898254,-112.5694199,-35.0711441,-2.82312799,5.32616901,0.95255613,0.29978967,0.03745874,-0.03687614,-0.00453118,-0.0227892,0.04641908,0,0,0,0,0,0
1,10.91,1074,0.89810872,-0.35740274,0.22250073,0.63261604,-7.03903675,-14.28360367,-8.15550995,4.9108448,-101.4907913,19.58912086,55.23551941,20.36595917,0.87333322,-0.06759743,-0.47626635,-0.07674679,-0.00653161,0.00446195,-0.02732266,0,0,0,0,2,2
4,10.91,1008,-0.10070523,-0.81688511,-0.64913327,-1.35649347,-0.91478372,2.63364816,-30.72201157,34.72668839,-112.8617325,-35.08457565,-2.84995699,5.33467913,0.95251608,0.29988641,0.03770818,-0.03687176,-0.00842347,-0.02469788,0.04211377,0,0,0,0,0,0
1,10.92,1075,0.90843791,-0.37288007,0.2338804,0.14242956,-0.98060179,-13.98818207,-8.15550995,4.9108448,-101.4907913,20.03839111,55.43372345,20.750494,0.87207532,-0.06901221,-0.47825789,-0.07740365,-0.01256944,0.01418686,-0.00703094,0,0,0,0,2,2
4,10.92,1009,-0.09406068,-0.80647528,-0.64652228,-2.19724965,-1.07600963,3.09656715,-30.72201157,34.72668839,-112.8617325,-35.1063652,-2.88174868,5.34434032,0.95245314,0.3000499,0.03800454,-0.03686103,-0.01484805,-0.02246984,0.03133687,0,0,0,0,0,0
1,10.93,1076,0.89762044,-0.35833707,0.20208322,-1.74426544,-0.77734894,-13.25717735,-8.53551579,5.20315695,-101.4030991,20.09409142,55.55685043,20.83860397,0.87152761,-0.06881314,-0.47925386,-0.0775894,-0.00281136,-0.01881895,-0.02180394,0,0,0,0,2,2
4,10.93,1010,-0.09666464,-0.78826743,-0.64459401,-2.09401441,-1.05696917,2.90612054,-30.78047371,35.07746124,-113.3002014,-35.12708664,-2.91188049,5.35303736,0.95239353,0.30020556,0.03828423,-0.03684691,-0.01151969,-0.02133082,0.01352362,0,0,0,0,0,0
1,10.94,1077,0.91937256,-0.3722668,0.18110162,-0.75836807,1.82298946,-12.94427109,-7.89242887,5.32008171,-101.841568,20.19433403,55.66699982,20.96382332,0.87097526,-0.06882208,-0.4802061,-0.07789551,-0.02120548,-0.04099481,-0.00431651,0,0,0,0,2,2
4,10.94,1011,-0.10783287,-0.76956189,-0.63823181,-1.32403553,-0.60164475,2.48201847,-30.19584846,34.90207672,-112.3063431,-35.3067627,-3.00401759,5.39992285,0.95189816,0.30164042,0.03923018,-0.0369319,0.00018526,-0.01532082,-0.00410685,0,0,0,0,0,0
1,10.95,1078,0.93392664,-0.38683075,0.20185114,-1.50618911,0.11142761,-13.01876068,-7.92166042,4.6769948,-101.6954117,20.26466942,55.78431702,21.06490135,0.87043011,-0.06868742,-0.48117539,-0.07812629,-0.03189498,-0.02156479,0.01566807,0,0,0,0,2,2
4,10.95,1012,-0.11803122,-0.76646304,-0.63612598,-1.91863108,-0.21539311,1.70261645,-30.40046692,35.01900101,-111.9263382,-35.32623291,-3.01941133,5.40782595,0.95184296,0.30179235,0.03938504,-0.03695002,0.00936508,-0.01144561,-0.00514959,0,0,0,0,0,0
1,10.96,1079,0.90855473,-0.37783617,0.19446196,-1.29382229,-1.25913692,-12.67284679,-8.44782257,5.14469433,-102.1338806,20.3147049,55.9041481,21.14144897,0.8699038,-0.06849426,-0.48213378,-0.07824898,-0.00719612,-0.02821662,0.00404509,0,0,0,0,2,2
4,10.96,1013,-0.12429437,-0.77128774,-0.64436901,-2.83154559,1.29521406,1.07753527,-30.16661835,34.90207672,-112.5986557,-35.3562355,-3.02084899,5.42305851,0.95175886,0.30203566,0.03944679,-0.03706241,0.01511054,-0.01899264,0.00087061,0,0,0,0,0,0
1,10.97,1080,0.89153844,-0.37849578,0.20179954,-0.10746425,-3.10470915,-12.5247488,-8.44782257,5.14469433,-102.1338806,20.21449661,55.9214859,21.09358406,0.86993188,-0.06789856,-0.48216382,-0.07827138,0.01073836,-0.02051024,0.00384399,0,0,0,0,2,2
4,10.97,1014,-0.11131265,-0.78688788,-0.64765126,-1.56298411,2.9257586,1.14275622,-30.31277466,34.75592041,-112.7155762,-35.37543106,-3.01208043,5.45210886,0.95169961,0.30218911,0.03945684,-0.03732037,0.00117703,-0.02098895,0.0159342,0,0,0,0,0,0
1,10.98,1081,0.89719141,-0.38950232,0.23971573,-0.90189028,-4.00018883,-12.51701736,-8.47705364,5.84624386,-102.2215729,20.22585487,56.05136108,21.12392807,0.86942178,-0.06758469,-0.48314106,-0.07818516,0.00781286,0.01749528,0.01868284,0,0,0,0,2,2
4,10.98,1015,-0.09859999,-0.79715276,-0.65822792,-1.2069788,2.52686357,1.27759492,-30.31277466,34.75592041,-112.7155762,-35.39068985,-3.00670147,5.47910833,0.95165098,0.30230904,0.0394884,-0.03755364,-0.01213166,-0.03068974,0.02606935,0,0,0,0,0,0
1,10.99,1082,0.90040946,-0.39226976,0.21383305,-1.18841112,-2.56123853,-12.56578541,-7.54165459,4.23852682,-101.9877243,20.25703812,56.17565536,21.1787796,0.86890322,-0.06732865,-0.48410442,-0.0782121,0.00599644,-0.00809748,0.02183967,0,0,0,0,2,2
4,10.99,1016,-0.09272765,-0.80185872,-0.66056591,-0.80032223,1.38534915,1.12344432,-30.07892418,35.31131363,-112.3063431,-35.47175598,-2.78518939,5.57644129,0.95142257,0.30305296,0.03793461,-0.03892407,-0.01733449,-0.03229186,0.03074514,0,0,0,0,0,0
1,11,1083,0.91730392,-0.41010338,0.24837099,-2.20548964,-2.57259321,-13.16392803,-7.77550411,5.78778124,-102.0754166,20.28436661,56.30485916,21.24091721,0.86836278,-0.06700096,-0.48510453,-0.07829926,-0.00621144,0.02542124,0.04641088,0,0,0,0,2,2
4,11,1017,-0.09614801,-0.80706948,-0.65825593,-0.73983341,0.64718139,0.27826697,-30.34200478,34.49283981,-112.9494324,-35.47990036,-2.78359413,5.58279324,0.95139897,0.30311921,0.03794094,-0.03897836,-0.01137095,-0.02870058,0.03654346,0,0,0,0,3,0
1,11.01,1084,0.92222816,-0.40198499,0.24505319,-1.39260972,-1.88573658,-12.79890156,-7.65857935,5.904706,-102.4261932,20.32632065,56.42833328,21.30962944,0.86782986,-0.06676686,-0.48607561,-0.07838497,-0.01118509,0.02302084,0.04078507,0,0,0,0,3,0
4,11.01,1018,-0.10242869,-0.80979073,-0.65479237,0.44379294,1.42051256,-0.81708717,-30.3712368,34.43437576,-112.8032761,-35.47672653,-2.76815152,5.58894253,0.95140642,0.30309808,0.03782801,-0.03907162,-0.00512132,-0.02504763,0.03949416,0,0,0,0,3,0
1,11.02,1085,0.93453342,-0.40387973,0.23286746,1.18685246,-0.95281309,-11.91928482,-7.65857935,5.904706,-102.4261932,20.38482857,56.31481934,21.39258766,0.86816269,-0.06709886,-0.48533499,-0.07900233,-0.02259208,0.01050846,0.04475053,0,0,0,0,3,0
4,11.02,1019,-0.10529703,-0.82164186,-0.65341657,1.51017272,2.98595548,-1.32749891,-29.72814941,33.00204468,-112.744812,-35.46443558,-2.73849201,5.60465002,0.95143563,0.30300477,0.03761928,-0.03928509,-0.00263494,-0.02308695,0.05129475,0,0,0,0,3,0
1,11.03,1086,0.93912721,-0.38393819,0.24211429,1.59681523,-2.42543054,-11.45753098,-7.71704149,5.96316862,-102.7477341,20.4332695,56.42990875,21.43486595,0.8676756,-0.06704211,-0.48623356,-0.07887633,-0.03072971,0.02042219,0.02590975,0,0,0,0,3,0
4,11.03,1020,-0.10738827,-0.84780246,-0.66679555,0.69306076,3.26396918,-1.62282526,-29.72814941,33.00204468,-112.744812,-35.46046066,-2.70512938,5.62019777,0.95144296,0.30298233,0.03738222,-0.03950435,-0.00184978,-0.03496629,0.07818875,0,0,0,0,3,0
1,11.04,1087,0.92700475,-0.36524349,0.21822129,2.81757188,-2.8981514,-10.96520233,-7.60011673,6.19701815,-101.9292603,20.48101616,56.5431366,21.46275711,0.86720508,-0.06704407,-0.48710889,-0.0786472,-0.02088665,-0.00183776,0.00557441,0,0,0,0,3,0
4,11.04,1021,-0.10601199,-0.87233639,-0.69001508,-0.36650413,3.81566501,-1.53277886,-31.07278633,34.8728447,-113.1540451,-35.33971024,-2.54049134,5.66107416,0.95175731,0.30204383,0.03608186,-0.04032022,-0.00385663,-0.05703444,0.10359071,0,0,0,0,3,0
1,11.05,1088,0.93946564,-0.36115098,0.23188877,2.70580006,-2.84789228,-10.30517292,-7.60011673,6.37240553,-102.2215729,20.5246582,56.65008545,21.48702049,0.8667624,-0.06704304,-0.48793277,-0.07842027,-0.03263666,0.01219909,0.00615246,0,0,0,0,3,0
4,11.05,1022,-0.10195811,-0.89107305,-0.70788944,-0.07794293,4.21077585,-1.03872669,-30.07892418,34.6097641,-112.9494324,-35.34450912,-2.50609446,5.6872797,0.95173717,0.30209163,0.03586714,-0.04062765,-0.00696308,-0.07494853,0.12205857,0,0,0,0,3,0
1,11.06,1089,0.94213903,-0.35297948,0.20412725,2.2603786,-3.14873624,-10.01877308,-8.06781673,6.10932446,-102.0754166,20.55868912,56.75541306,21.50561523,0.8663348,-0.06699621,-0.48873442,-0.0781941,-0.03587855,-0.01468751,-0.0018934,0,0,0,0,3,0
4,11.06,1023,-0.09757216,-0.90001243,-0.71478951,1.94711769,3.2561965,-0.34783101,-30.6343174,34.96053696,-112.5109634,-35.3283844,-2.48224926,5.71153975,0.95177221,0.30196133,0.03572743,-0.04089746,-0.01149469,-0.08138657,0.13098076,0,0,0,0,3,0
1,11.07,1090,0.94371676,-0.36209622,0.19988284,-0.18724929,-3.54214764,-10.08385086,-7.1324172,5.75855017,-102.3384934,20.05509186,57.06792831,21.14463043,0.86568832,-0.06407089,-0.49046403,-0.07696557,-0.03454069,-0.01782974,0.0088272,0,0,0,0,3,0
4,11.07,1024,-0.09319407,-0.90441197,-0.72187448,3.18920612,1.87093544,-0.15390238,-29.99123001,34.58053207,-113.0955811,-35.29852676,-2.46807528,5.72694826,0.951846,0.3017152,0.03563969,-0.04107234,-0.01589074,-0.08856027,0.13520762,0,0,0,0,3,0
1,11.08,1091,0.90728414,-0.33953184,0.1620457,-2.67531204,-3.78004813,-9.67585659,-7.1324172,5.75855017,-102.3384934,20.03861427,57.17007065,21.16226387,0.86529821,-0.06365645,-0.49120715,-0.07695835,-0.00010963,-0.04907163,-0.01963209,0,0,0,0,3,0
4,11.08,1025,-0.0881964,-0.90476161,-0.72651309,2.69634342,0.76169682,-0.22498684,-30.45892906,35.07746124,-113.2417374,-35.2723999,-2.46048093,5.73299789,0.951913,0.3014999,0.03558321,-0.04115084,-0.02075335,-0.09358205,0.1351867,0,0,0,0,3,0
1,11.09,1092,0.94364893,-0.37095618,0.14525077,-1.82358861,0.74716121,-8.94519901,-7.33703566,6.54779291,-102.2508011,20.0943737,57.24762726,21.24735832,0.86491543,-0.06354927,-0.49185663,-0.07720112,-0.03040031,-0.06788721,0.01716481,0,0,0,0,3,0
4,11.09,1026,-0.09572244,-0.90491581,-0.73578554,2.07567477,0.24289703,-0.49648893,-30.45892906,35.07746124,-113.2417374,-35.32926178,-2.2799027,5.76375675,0.9517591,0.302048,0.03418585,-0.04186767,-0.012426,-0.10283233,0.13637377,0,0,0,0,3,0
1,11.1,1093,0.95957202,-0.37024233,0.14536628,-2.36036682,0.4449687,-8.32948685,-7.16164875,6.138556,-101.7246399,20.13767433,57.32048416,21.324543,0.86456245,-0.06339074,-0.49245867,-0.07744643,-0.04555001,-0.0678575,0.02018216,0,0,0,0,3,0
4,11.1,1027,-0.10263918,-0.91109931,-0.74641627,2.70525551,0.28218397,-0.92747718,-29.99123001,34.84361267,-112.2771072,-35.30234528,-2.26981831,5.76166677,0.95183122,0.30182981,0.03408681,-0.04188508,-0.00356838,-0.11252367,0.14391521,0,0,0,0,3,0
1,11.11,1094,0.95841819,-0.3697938,0.15482545,-2.98371577,-0.04929616,-7.80666494,-7.68781042,5.14469433,-102.1046448,20.16538811,57.39021301,21.39144897,0.86423665,-0.06316447,-0.4930214,-0.07768694,-0.04369425,-0.05828587,0.02132452,0,0,0,0,3,0
4,11.11,1028,-0.10982317,-0.92993724,-0.75416315,4.00637484,0.33977157,-1.32018542,-30.86816597,34.3466835,-113.0078888,-35.26242447,-2.25579166,5.75832129,0.95193791,0.30150577,0.03394696,-0.04190629,0.00247386,-0.11961377,0.16327891,0,0,0,0,3,0
1,11.12,1095,0.95447034,-0.37119249,0.18419257,-3.70780611,-1.27494383,-6.82558775,-7.8631978,6.19701815,-101.6954117,19.78623199,57.46306229,21.12964821,0.86434162,-0.06127794,-0.49315295,-0.07719327,-0.03858712,-0.02801198,0.02486631,0,0,0,0,3,0
4,11.12,1029,-0.11933322,-0.94587702,-0.74892879,4.77592516,0.88185346,-1.76037943,-29.93276787,34.66822433,-113.2709732,-35.21526718,-2.23464179,5.75689411,0.95206302,0.30112433,0.03375034,-0.04196432,0.01120077,-0.1140728,0.1790252,0,0,0,0,3,0
1,11.13,1096,0.93426496,-0.36274189,0.18721808,-5.51771832,-1.71418083,-5.56521559,-7.8631978,6.19701815,-101.6954117,19.75374794,57.51786423,21.15817642,0.86413014,-0.06079552,-0.49354509,-0.07743596,-0.01934027,-0.02139823,0.01347342,0,0,0,0,3,0
4,11.13,1030,-0.1295322,-0.94972175,-0.73919398,4.39726257,0.98938519,-2.29951739,-30.3712368,34.08359909,-112.9201965,-35.17183304,-2.20874858,5.75273371,0.95217943,0.30077681,0.0335085,-0.04201093,0.02157322,-0.1047542,0.18251157,0,0,0,0,3,0
1,11.14,1097,0.94286829,-0.34737059,0.18984078,-7.02325487,-0.70755374,-4.37513733,-7.42472935,6.28471184,-101.841568,19.71811104,57.5569458,21.19884682,0.86397189,-0.06026983,-0.49382672,-0.07781608,-0.0298063,-0.01707165,0.00040574,0,0,0,0,3,0
1,11.15,1098,0.97450328,-0.35448459,0.22872275,-7.50879812,0.13680606,-2.71440244,-7.39549828,6.37240553,-102.3677292,19.68137741,57.57720184,21.24253273,0.86388379,-0.05976217,-0.49397194,-0.07826226,-0.05921768,0.02157363,0.01550139,0,0,0,0,3,0
1,11.16,1099,0.97213161,-0.35961014,0.22560754,-7.61515284,-0.54327106,-1.37200677,-7.10318613,6.43086815,-102.7185059,19.62442589,57.58786392,21.26496887,0.86385721,-0.05921379,-0.49402216,-0.07865509,-0.05596226,0.0186596,0.01997501,0,0,0,0,3,0
1,11.17,1100,0.96605659,-0.35701856,0.24559312,-6.52779102,-0.77504212,0.0123969,-7.22011089,5.02776957,-103.0692749,20.51808929,57.53157806,22.03604507,0.86306012,-0.06274147,-0.4946453,-0.08072757,-0.05024454,0.0371117,0.01833742,0,0,0,0,3,0
1,11.18,1101,0.96636373,-0.35298315,0.2709344,-6.19274282,-1.24198842,1.98201191,-7.22011089,5.02776957,-103.0692749,20.43877602,57.51523972,22.01711273,0.86317873,-0.06226123,-0.49446058,-0.08096197,-0.05137282,0.05678804,0.01757832,0,0,0,0,3,0
1,11.19,1102,0.9752335,-0.36789143,0.27237189,-5.53242731,0.6924513,4.38332319,-7.57088566,6.75241137,-102.5723496,20.37888908,57.46942902,22.01016426,0.86338997,-0.06193931,-0.49408239,-0.081265,-0.0580676,0.05756425,0.03307951,0,0,0,0,3,0
4,11.19,1031,-0.09609543,-0.93334973,-0.72932017,3.80789256,1.02390873,-0.25048235,-30.22508049,34.08359909,-112.4817276,-34.71017456,-2.10609484,5.78105116,0.95337564,0.29697821,0.03255881,-0.04264882,-0.01050346,-0.10146207,0.15938529,0,0,0,0,3,0
1,11.2,1103,0.97301388,-0.37098065,0.26489055,-4.53393221,1.31010151,6.92398739,-6.6354866,5.23238802,-102.5723496,20.31951141,57.3985405,21.9913063,0.86370432,-0.06172659,-0.49351576,-0.08152869,-0.0560612,0.05005683,0.03418192,0,0,0,0,3,0
4,11.2,1032,-0.10560168,-0.92626059,-0.71838462,4.18302155,0.97028196,0.04606143,-30.22508049,34.08359909,-112.4817276,-34.66950989,-2.09882617,5.79135275,0.95347726,0.29664034,0.03250989,-0.04276502,0.00145806,-0.09254297,0.15115023,0,0,0,0,3,0
1,11.21,1104,0.99510348,-0.38182634,0.27111644,-4.18857098,-0.19975816,9.40876675,-7.68781042,6.28471184,-103.8292923,20.22306824,57.31135178,21.92753792,0.86413199,-0.06146213,-0.49278003,-0.08164673,-0.07684712,0.05575437,0.0474364,0,0,0,0,3,0
4,11.21,1033,-0.10911269,-0.91100389,-0.70677131,3.63476324,0.88319266,-0.02741982,-29.99123001,34.6097641,-112.9494324,-34.63417816,-2.09174061,5.80019331,0.95356554,0.29634717,0.03246064,-0.04286703,0.0061869,-0.08242295,0.13511613,0,0,0,0,3,0
1,11.22,1105,1.01056898,-0.38979167,0.27350181,-4.90272236,-2.8165853,11.75713539,-7.60011673,6.54779291,-102.8646545,20.67971802,57.10826874,22.30616951,0.86437714,-0.06372105,-0.49184108,-0.08297176,-0.09195568,0.05678279,0.05632473,0,0,0,0,3,0
4,11.22,1034,-0.11356436,-0.88941538,-0.70242155,1.79051268,1.3512373,-0.49870723,-29.66968727,34.6097641,-112.8909683,-34.61754227,-2.0787921,5.80875587,0.95360559,0.29621235,0.03236885,-0.04297668,0.01232695,-0.07971504,0.11342876,0,0,0,0,3,0
1,11.23,1106,1.01245153,-0.39213303,0.26368582,-5.10656929,-3.48161149,14.48468971,-7.60011673,6.54779291,-102.8646545,20.492342,56.98826218,22.15151215,0.865044,-0.06323236,-0.49074867,-0.08286425,-0.09535681,0.04336268,0.05653459,0,0,0,0,3,0
4,11.23,1035,-0.11320229,-0.87586838,-0.69995129,0.98890805,1.83813679,-0.91253221,-29.96199989,34.69745636,-112.8325043,-34.60924911,-2.05990124,5.81813383,0.95362389,0.29614955,0.03223286,-0.04310617,0.01321173,-0.07821991,0.09964611,0,0,0,0,3,0
1,11.24,1107,1.00309122,-0.38936117,0.24473403,-4.5950017,-2.3827033,16.56236839,-7.39549828,6.19701815,-102.5723496,20.31346512,56.84483719,21.99897194,0.86579144,-0.06284493,-0.48949262,-0.082781,-0.08805697,0.02559763,0.04850159,0,0,0,0,3,0
4,11.24,1036,-0.11009509,-0.86880064,-0.70313936,0.68676388,2.16742086,-0.99599707,-30.40046692,34.63899231,-112.5109634,-34.76079178,-2.09139633,5.82097673,0.95322973,0.29739484,0.03255906,-0.04300493,0.01071273,-0.08133721,0.0929189,0,0,0,0,3,0
1,11.25,1108,0.98266828,-0.3910417,0.21881591,-4.5607872,-3.09636593,18.45600891,-7.74627304,5.87547493,-103.2738953,20.11328888,56.68681335,21.8218956,0.86662179,-0.06242703,-0.48810059,-0.08262798,-0.06938849,0.00055684,0.04232205,0,0,0,0,3,0
4,11.25,1037,-0.10827728,-0.86377478,-0.69897175,1.8009311,2.11669803,-0.88707483,-30.40046692,34.63899231,-112.5109634,-34.74469757,-2.070647,5.83311653,0.95326734,0.29726729,0.032412,-0.04316464,0.00894739,-0.07596768,0.08859763,0,0,0,0,3,0
1,11.26,1109,0.97190559,-0.41573179,0.21817319,-4.95498419,-3.81483722,20.12784958,-7.80473518,5.4077754,-102.7769623,19.89037704,56.51586533,21.62352562,0.86752671,-0.06194835,-0.48658526,-0.08243026,-0.05644434,-0.0007936,0.06190827,0,0,0,0,3,0
4,11.26,1038,-0.10913259,-0.86255479,-0.68048608,2.87734914,1.60009682,-1.0286696,-29.81584358,34.31745148,-112.8909683,-34.71734238,-2.05154681,5.84095955,0.95333564,0.29704645,0.03226321,-0.04328743,0.01030384,-0.05792564,0.08608198,0,0,0,0,3,0
1,11.27,1110,0.93863404,-0.40553898,0.21913064,-5.84433794,-3.77484322,22.17726326,-7.83396673,5.52470016,-103.4492798,19.32395363,56.14312363,21.23774719,0.86950195,-0.06007002,-0.48324397,-0.08266436,-0.0274064,0.00269132,0.04247623,0,0,0,0,3,0
4,11.27,1039,-0.11165738,-0.8563109,-0.66454196,2.14497089,1.60343993,-1.62322164,-30.48816109,32.47588348,-112.5986557,-34.69711685,-2.02805138,5.84471846,0.95338696,0.2968882,0.03206994,-0.04338562,0.01369174,-0.04273282,0.0788251,0,0,0,0,3,0
1,11.28,1111,0.96050817,-0.42221409,0.20987296,-4.3597517,-0.17943892,23.90679741,-7.83396673,5.52470016,-103.4492798,19.14450264,55.92208099,21.07697296,0.87053776,-0.05984134,-0.4814077,-0.08264267,-0.04982426,-0.00532238,0.05552779,0,0,0,0,3,0
